Lead_Origin,Lead_Source,Do_Not_Email,Converted,TotalVisits,Total_Time_Spent_on_Website,Page_Views_Per_Visit,Specialization,What_is_your_current_occupation,Tags,City,A_free_copy_of_Mastering_The_Interview,Last_Notable_Activity
Landing_Page_Submission,Direct_Traffic,Yes,0,1,832,1,Management_Specializations,Unemployed,Other_Tags,Tier_II_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,1577,3,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Organic_Search,No,0,5,22,5,Not_Specified,Unemployed,Other_Tags,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,1,500,1,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,1,5,469,5,Management_Specializations,Unemployed,Busy,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Google,No,1,7,1600,2.33,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,5,283,2.5,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,1,3,1287,3,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,96,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,13,293,3.25,Management_Specializations,Unemployed,Other_Tags,Other_Cities,No,Modified
Landing_Page_Submission,Google,Yes,0,16,462,16,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,145,2,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,1,400,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,4,80,4,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,1,9,1291,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,Yes,Other_Notable_activity
Landing_Page_Submission,Direct_Traffic,No,0,8,547,2.67,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,1,161,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Organic_Search,No,1,4,83,4,Not_Specified,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,0,2,1371,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,4,436,4,Management_Specializations,Unemployed,Ringing,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,85,2,E_COMMERCE,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,7,1087,7,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,9,1390,4.5,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,4,1188,4,Management_Specializations,Unemployed,Not_Specified,Other_Cities of Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,0,2,289,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,0,3,232,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,5,313,5,Business_Administration,Unemployed,Ringing,Other_Metro_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,0,18,84,4.5,Travel_and_Tourism,Unemployed,Not_Specified,Other_Metro_Cities,No,Modified
API,Google,No,0,2,140,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,Yes,1,6,771,6,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,143,2,Business_Administration,Unemployed,Interested_in_other_courses,Tier_II_Cities,Yes,Modified
Landing_Page_Submission,Google,No,0,8,177,4,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,7,60,7,International_Business,Unemployed,Busy,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,7,30,7,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
API,Google,No,0,1,493,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,0,1,82,1,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,1,5,1593,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Organic_Search,No,1,19,1377,6.33,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,5,146,2.5,Banking_Investment_And_Insurance,Unemployed,Lost_to_EINS,Mumbai,Yes,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,0,41,311,1.14,Management_Specializations,Unemployed,Not_Specified,Other_Cities,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,0,14,1595,14,Travel_and_Tourism,Unemployed,Other_Tags,Thane_and_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,5,946,2.5,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,0,6,134,6,Management_Specializations,Unemployed,Not_Specified,Tier_II_Cities,No,Modified
Landing_Page_Submission,Organic_Search,No,1,3,830,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
Lead_Add_Form,Reference,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,0,2,125,2,Not_Specified,Unemployed,Ringing,Mumbai,No,Modified
Landing_Page_Submission,Referral_Sites,No,0,54,1280,4.5,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,3,317,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,2,1207,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,0,5,215,5,Media_and_Advertising,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
API,Google,No,0,7,171,3.5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,0,4,1441,2,Travel_and_Tourism,Unemployed,Not_Specified,Other_Metro_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,248,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,338,3,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Google,No,1,3,887,1,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,1,5,1269,2.5,Business_Administration,Unemployed,Closed_by_Horizzon,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Organic_Search,No,0,3,85,3,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,No,SMS_Sent
API,Organic_Search,No,0,2,72,2,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Direct_Traffic,No,0,1,389,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Direct_Traffic,No,0,4,120,4,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,9,1637,9,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,7,3,7,International_Business,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,SMS_Sent
API,Direct_Traffic,No,1,5,970,5,Travel_and_Tourism,Working_Professional,Will_revert_after_reading_the_email,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,2,981,2,Management_Specializations,Unemployed,Closed_by_Horizzon,Other_Cities,No,Modified
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,0,2,842,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,231,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,0,5,232,5,Management_Specializations,Unemployed,Not_Specified,Other_Metro_Cities,Yes,Modified
API,Organic_Search,No,0,2,271,2,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,4,210,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,4,276,4,Management_Specializations,Unemployed,Ringing,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,64,2,Management_Specializations,Unemployed,Other_Tags,Thane_and_Outskirts,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Lead_Add_Form,Reference,No,0,0,0,0,Media_and_Advertising,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,5,430,1.67,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,Yes,0,4,252,4,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,2,91,2,Not_Specified,Unemployed,Not_Specified,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,52,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,Yes,0,6,1708,6,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Other_Notable_activity
Landing_Page_Submission,Direct_Traffic,No,1,18,217,1.64,Banking_Investment_And_Insurance,Unemployed,Closed_by_Horizzon,Thane_and_Outskirts,No,Page_Visited_on_Website
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Google,No,1,2,900,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
API,Google,No,1,4,357,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities of Maharashtra,No,Email_Opened
API,Organic_Search,No,0,3,871,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,2,1726,2,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,3,262,1.5,Business_Administration,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,5,164,5,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Direct_Traffic,No,0,2,459,2,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,295,2,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,Yes,Email_Link_Clicked
Landing_Page_Submission,Direct_Traffic,No,1,2,1074,2,Business_Administration,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,172,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,5,398,5,Rural_and_Agribusiness,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,1,169,1,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,Yes,0,1,216,1,Media_and_Advertising,Unemployed,Not_Specified,Other_Cities,Yes,Modified
Landing_Page_Submission,Organic_Search,No,1,3,776,3,Management_Specializations,Unemployed,Busy,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,2,1628,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,5,89,5,Media_and_Advertising,Unemployed,Other_Tags,Other_Metro_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,2,195,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,177,2,Management_Specializations,Unemployed,Ringing,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Referral_Sites,Yes,0,115,187,8.21,Rural_and_Agribusiness,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,0,7,171,2.33,Management_Specializations,Unemployed,Other_Tags,Thane_and_Outskirts,Yes,Page_Visited_on_Website
API,Olark_Chat,No,0,1,1317,1,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Google,No,1,2,1437,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,9,137,9,Travel_and_Tourism,Unemployed,Ringing,Other_Cities,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,4,355,4,Management_Specializations,Student,Other_Tags,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,0,2,8,2,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,Yes,Email_Link_Clicked
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Other_Cities,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,3,2,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,4,173,2,Management_Specializations,Unemployed,Ringing,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,10,1442,2.5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
Lead_Add_Form,Others,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Google,No,0,5,366,2.5,Media_and_Advertising,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,5,1132,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,6,160,6,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,2,1704,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Google,No,0,3,264,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,181,2,E_COMMERCE,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Direct_Traffic,No,0,2,1271,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,3,282,3,Banking_Investment_And_Insurance,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,3,204,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,1,3,1324,1,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Google,Yes,1,3,1475,3,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,1,60,1,Management_Specializations,Unemployed,Other_Tags,Other_Cities,Yes,Modified
API,Organic_Search,No,1,3,21,3,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,11,4,11,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,4,1288,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,8,226,8,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,4,901,4,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,SMS_Sent
API,Olark_Chat,Yes,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,6,297,6,Business_Administration,Working_Professional,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,2,918,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,1,496,1,Management_Specializations,Student,Lost_to_EINS,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,1,6,959,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,1,4,904,4,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Google,Yes,1,4,1052,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,43,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,1,4,1659,4,Media_and_Advertising,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,498,5,Banking_Investment_And_Insurance,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,1592,1.67,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,Yes,SMS_Sent
Landing_Page_Submission,Google,No,0,3,493,3,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,Email_Opened
Landing_Page_Submission,Organic_Search,Yes,1,8,815,8,Banking_Investment_And_Insurance,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,1,517,1,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,6,173,3,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,Yes,Page_Visited_on_Website
Landing_Page_Submission,Google,No,0,5,349,5,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,No,SMS_Sent
API,Google,No,0,4,172,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Organic_Search,No,1,9,2125,3,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,Yes,0,10,8,10,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,3,1370,3,Business_Administration,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
API,Google,No,0,8,403,2,Banking_Investment_And_Insurance,Unemployed,Interested_in_other_courses,Other_Cities of Maharashtra,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,439,5,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,0,3,75,1.5,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,7,461,2.33,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
API,Organic_Search,No,0,3,357,3,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,228,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,14,339,2,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,Page_Visited_on_Website
API,Google,No,0,3,213,1.5,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Direct_Traffic,No,1,2,1279,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Organic_Search,No,1,6,504,6,International_Business,Unemployed,Will_revert_after_reading_the_email,Other_Cities,No,SMS_Sent
API,Google,No,1,2,1488,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
API,Organic_Search,Yes,0,11,33,3.67,Media_and_Advertising,Unemployed,Ringing,Mumbai,Yes,Page_Visited_on_Website
API,Google,No,0,3,49,1.5,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,2,1757,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,Yes,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Banking_Investment_And_Insurance,Working_Professional,Closed_by_Horizzon,Mumbai,No,Page_Visited_on_Website
